Adam12_Lrp1
Tnfsf9_Itgb1
Tnfsf13b_Itgb1
Tnfsf13_Itgb1
Tnfsf10_Itgb1
Tnf_Itgb1
Vegfb_Itgb1
Vwf_Itgb1
Mfap5_Itgb1
Mfge8_Itgb1
Mfng_Itgb1
Mmp12_Itgb1
Mmp13_Itgb1
Mmp2_Itgb1
Mbl2_Itgb1
Madcam1_Itgb1
Mst1_Itgb1
Mmp7_Itgb1
Mmp9_Itgb1
Ncam1_Itgb1
Myoc_Itgb1
Nlgn1_Itgb1
Nov_Itgb1
Nlgn3_Itgb1
Nlgn2_Itgb1
Ngf_Itgb1
Ncan_Itgb1
Ntn4_Itgb1
Tbc1d24_Itgb1
Ntng2_Itgb1
Ntn1_Itgb1
Nrg3_Itgb1
Ntf3_Itgb1
Nodal_Itgb1
Nrg1_Itgb1
Ptn_Itgb1
Ptgs2_Itgb1
Psen1_Itgb1
Rgma_Itgb1
Rbp3_Itgb1
Rtn4_Itgb1
Sema3a_Itgb1
Selplg_Itgb1
Rspo3_Itgb1
Rspo1_Itgb1
Rspo4_Itgb1
Rims2_Itgb1
Rgmb_Itgb1
Nxph2_Itgb1
Olfm2_Itgb1
Nxph3_Itgb1
Pcsk9_Itgb1
Omg_Itgb1
Osm_Itgb1
P4hb_Itgb1
Pkm_Itgb1
Pdgfd_Itgb1
Pdgfc_Itgb1
Plat_Itgb1
Proc_Itgb1
Podxl2_Itgb1
Pltp_Itgb1
Prss23_Itgb1
Psap_Itgb1
Pros1_Itgb1
Lama3_Itgb1
Lamb2_Itgb1
Lif_Itgb1
Lipc_Itgb1
Liph_Itgb1
Lep_Itgb1
Lpl_Itgb1
Ltbp1_Itgb1
Ltbp3_Itgb1
Ltf_Itgb1
Lrp1b_Itgb1
Lrpap1_Itgb1
Icam5_Itgb1
Icam2_Itgb1
Il12b_Itgb1
Il6_Itgb1
Il1b_Itgb1
Il18_Itgb1
L1cam_Itgb1
Jag1_Itgb1
Jag2_Itgb1
Itih2_Itgb1
Inhbe_Itgb1
Itgb3bp_Itgb1
Inhbc_Itgb1
Il1a_Itgb1
Inha_Itgb1
Inhba_Itgb1
Hhipl2_Itgb1
Hras_Itgb1
Hsp90aa1_Itgb1
Icam1_Itgb1
Gpc3_Itgb1
Has2_Itgb1
Gnb3_Itgb1
Hbegf_Itgb1
Hgf_Itgb1
Fgf9_Itgb1
Fgf7_Itgb1
Fgf5_Itgb1
Fgf6_Itgb1
Fgf23_Itgb1
Fgf3_Itgb1
Fgf15_Itgb1
Fgf2_Itgb1
Fgf20_Itgb1
Fst_Itgb1
Gas6_Itgb1
Gdf11_Itgb1
Gdf2_Itgb1
Gdf5_Itgb1
Gdf6_Itgb1
Gdf7_Itgb1
Gdf9_Itgb1
Gdnf_Itgb1
Gnas_Itgb1
Gnai2_Itgb1
Adam28_Itgb1
Agt_Itgb1
Agrn_Itgb1
Ahsg_Itgb1
Alb_Itgb1
Angptl1_Itgb1
Angpt2_Itgb1
Adam23_Itgb1
Adam10_Itgb1
A2m_Itgb1
Apoe_Itgb1
Apob_Itgb1
Anxa1_Itgb1
Angptl4_Itgb1
Angptl3_Itgb1
Angptl2_Itgb1
Bdnf_Itgb1
Bcan_Itgb1
Areg_Itgb1
Azgp1_Itgb1
App_Itgb1
C3_Itgb1
C4bp_Itgb1
Hc_Itgb1
C1qtnf5_Itgb1
C1qa_Itgb1
Btc_Itgb1
BC055324_Itgb1
Bmp7_Itgb1
Bmp6_Itgb1
Bmp5_Itgb1
Bmp4_Itgb1
Bmp3_Itgb1
Bmp2_Itgb1
Bmp10_Itgb1
Bmp15_Itgb1
Camp_Itgb1
Calr_Itgb1
Cd5l_Itgb1
Cd40lg_Itgb1
Cd34_Itgb1
Cntf_Itgb1
Cel_Itgb1
Cdh1_Itgb1
Cntn2_Itgb1
Cntn4_Itgb1
Col14a1_Itgb1
Fcnb_Itgb1
Fbln2_Itgb1
Fat4_Itgb1
Farp2_Itgb1
F7_Itgb1
F9_Itgb1
Fgf17_Itgb1
Fgf18_Itgb1
Fgf10_Itgb1
Fgf13_Itgb1
Fgf1_Itgb1
Egf_Itgb1
Epgn_Itgb1
F11_Itgb1
F12_Itgb1
Ereg_Itgb1
F10_Itgb1
F2_Itgb1
Efnb1_Itgb1
Efna5_Itgb1
Efna3_Itgb1
Efnb2_Itgb1
Efnb3_Itgb1
Efemp1_Itgb1
Edil3_Itgb1
Eda_Itgb1
Dll4_Itgb1
Dlk2_Itgb1
Dscam_Itgb1
Dll1_Itgb1
Dll3_Itgb1
Dkk1_Itgb1
Dlk1_Itgb1
Cyr61_Itgb1
Dcn_Itgb1
Cubn_Itgb1
Ctgf_Itgb1
Cp_Itgb1
Csf1_Itgb1
Col8a1_Itgb1
Col9a1_Itgb1
Col9a2_Itgb1
Col5a3_Itgb1
Col4a2_Itgb1
Csf2_Sdc4
Egf_Sdc4
Fgf1_Sdc4
F2_Sdc4
Fbn1_Sdc4
Ccl11_Sdc4
Hc_Sdc4
C3_Sdc4
Apoe_Sdc4
Apoc3_Sdc4
Adam2_Sdc4
Gnai2_Sdc4
Fn1_Sdc4
Hras_Sdc4
Lamc2_Sdc4
Lamb1_Sdc4
Lamb3_Sdc4
Lama4_Sdc4
Lama5_Sdc4
Lama2_Sdc4
Lama3_Sdc4
Pf4_Sdc4
Rspo1_Sdc4
Ptn_Sdc4
Nid1_Sdc4
Ncam1_Sdc4
Vtn_Sdc4
Vwf_Sdc4
Tnfsf13_Sdc4
Sema6d_Sdc4
Tgfb1_Sdc4
Tgfb1_Itga5
Tg_Itga5
Shh_Itga5
Slit3_Itga5
Slit2_Itga5
Serpine1_Itga5
Sema6d_Itga5
Sema3a_Itga5
Vcam1_Itga5
Thbs1_Itga5
Thbs2_Itga5
Vegfc_Itga5
Vcan_Itga5
Ncam1_Itga5
Mmp9_Itga5
Matn1_Itga5
Mdk_Itga5
Mmp2_Itga5
Mmp7_Itga5
Nlgn2_Itga5
Nlgn3_Itga5
Nid1_Itga5
Nlgn1_Itga5
Ntn1_Itga5
Psen1_Itga5
Ptn_Itga5
Rims1_Itga5
Rims2_Itga5
Rspo3_Itga5
Rtn4_Itga5
Proc_Itga5
Plg_Itga5
Wnt5a_Itga5
Lama2_Itga5
Lama1_Itga5
Lama5_Itga5
Lama4_Itga5
Lamc1_Itga5
Lamb3_Itga5
Lamb1_Itga5
Lamc2_Itga5
Lamc3_Itga5
Lpl_Itga5
Ltbp1_Itga5
Lrp1b_Itga5
Ltf_Itga5
Ltbp3_Itga5
Hras_Itga5
Hsp90aa1_Itga5
Hspg2_Itga5
Hgf_Itga5
Itih2_Itga5
Jag1_Itga5
Gas6_Itga5
Gdf11_Itga5
Gnai2_Itga5
Adam2_Itga5
Adam10_Itga5
Adam12_Itga5
Angptl1_Itga5
Adam9_Itga5
Apob_Itga5
App_Itga5
Bdnf_Itga5
C3_Itga5
Calr_Itga5
Hc_Itga5
Cdh1_Itga5
Col11a1_Itga5
Cntn2_Itga5
Cntn4_Itga5
Farp2_Itga5
Fat4_Itga5
Fgf13_Itga5
Efnb2_Itga5
Efnb1_Itga5
F2_Itga5
F10_Itga5
Egf_Itga5
Dscam_Itga5
Edil3_Itga5
Col3a1_Itga5
Col2a1_Itga5
Col1a2_Itga5
Col14a1_Itga5
Col5a1_Itga5
Col5a2_Itga5
Col7a1_Itga5
Col6a3_Itga5
Col6a1_Itga5
Col6a1_Itgav
Col6a2_Itgav
Col6a3_Itgav
Col8a1_Itgav
Col7a1_Itgav
Col9a2_Itgav
Col5a3_Itgav
Col5a2_Itgav
Col5a1_Itgav
Col18a1_Itgav
Col2a1_Itgav
Col3a1_Itgav
Efemp1_Itgav
Efna2_Itgav
Dscam_Itgav
Dlk1_Itgav
Dll4_Itgav
Dll1_Itgav
Csf1_Itgav
Cp_Itgav
Cubn_Itgav
Dkk1_Itgav
Ctgf_Itgav
Egf_Itgav
F12_Itgav
F11_Itgav
F2_Itgav
F13a1_Itgav
Efnb1_Itgav
Efnb3_Itgav
Efnb2_Itgav
Fgf10_Itgav
Fgf13_Itgav
Fgf15_Itgav
Fgf1_Itgav
Fat4_Itgav
F7_Itgav
Fcnb_Itgav
Fbln1_Itgav
Col11a1_Itgav
Col14a1_Itgav
Cntn2_Itgav
Cntn4_Itgav
Cel_Itgav
Chad_Itgav
Cd40lg_Itgav
Cd5l_Itgav
Cd14_Itgav
C3_Itgav
Hc_Itgav
C1qa_Itgav
Bmp6_Itgav
Bmp7_Itgav
Bmp15_Itgav
Bmp2_Itgav
Bmp3_Itgav
Bmp4_Itgav
Bmp5_Itgav
Bmp10_Itgav
Bdnf_Itgav
App_Itgav
Bcan_Itgav
Areg_Itgav
Apoe_Itgav
Anxa1_Itgav
Apob_Itgav
Adam28_Itgav
Agrn_Itgav
Adam12_Itgav
Adam10_Itgav
A2m_Itgav
Adam2_Itgav
Adam23_Itgav
Adam17_Itgav
Gnas_Itgav
Gnai2_Itgav
Gas6_Itgav
Gdf11_Itgav
Gdf6_Itgav
Gdf5_Itgav
Gdf2_Itgav
Gdf9_Itgav
Fst_Itgav
Fgf2_Itgav
Fgf23_Itgav
Fgf3_Itgav
Fgf5_Itgav
Itih2_Itgav
Jag1_Itgav
Inhbb_Itgav
Inha_Itgav
Inhba_Itgav
Il12b_Itgav
Icam2_Itgav
Hgf_Itgav
Has2_Itgav
Gpc3_Itgav
Icam1_Itgav
Hspg2_Itgav
Hp_Itgav
Hhipl2_Itgav
Hras_Itgav
Ltf_Itgav
Ltbp3_Itgav
Lrp1b_Itgav
Ltbp1_Itgav
Lrpap1_Itgav
Lpl_Itgav
Lgals3bp_Itgav
Lipc_Itgav
Lamc3_Itgav
Lamc2_Itgav
Lamb2_Itgav
Lamb3_Itgav
Lama5_Itgav
Lama1_Itgav
Lama2_Itgav
Lama3_Itgav
Wnt7a_Itgav
Wnt5a_Itgav
Wnt3_Itgav
Wnt3a_Itgav
Zp3_Itgav
Proc_Itgav
Plat_Itgav
P4hb_Itgav
Nxph3_Itgav
Nxph2_Itgav
Nxph1_Itgav
Rtn4_Itgav
Selplg_Itgav
Rspo1_Itgav
Rph3a_Itgav
Rspo3_Itgav
Rgmb_Itgav
Reln_Itgav
Psen1_Itgav
Ptn_Itgav
Ntn1_Itgav
Nrg1_Itgav
Npnt_Itgav
Ntf3_Itgav
Nlgn1_Itgav
Nlgn2_Itgav
Ngf_Itgav
Mmp7_Itgav
Mmp2_Itgav
Mdk_Itgav
Mbl2_Itgav
Matn1_Itgav
Mmp9_Itgav
Ncam1_Itgav
Ncan_Itgav
Vcam1_Itgav
Vcan_Itgav
Vegfc_Itgav
Thbs2_Itgav
Thbs1_Itgav
Timp2_Itgav
Sema3a_Itgav
Sema3b_Itgav
Sema3c_Itgav
Sema3f_Itgav
Sema4b_Itgav
Sema4c_Itgav
Sema6d_Itgav
Sema7a_Itgav
Slit3_Itgav
Slit2_Itgav
Shank1_Itgav
Slit1_Itgav
Tg_Itgav
Tfpi_Itgav
Tgfb1_Itgb3
Sorbs1_Itgb3
Tnc_Itgb3
Tnfsf13_Itgb3
Thbs2_Itgb3
Vwf_Itgb3
Vcan_Itgb3
Ncam1_Itgb3
Myoc_Itgb3
Mmp9_Itgb3
Ltf_Itgb3
Ptn_Itgb3
Rgmb_Itgb3
Selplg_Itgb3
Rtn4_Itgb3
Proc_Itgb3
Plg_Itgb3
Wnt5a_Itgb3
Lpl_Itgb3
Lrpap1_Itgb3
Hras_Itgb3
Hspg2_Itgb3
Icam2_Itgb3
Icam1_Itgb3
Il12b_Itgb3
L1cam_Itgb3
Jag1_Itgb3
Gdf5_Itgb3
Gnai2_Itgb3
Gnas_Itgb3
Agrn_Itgb3
Angpt2_Itgb3
Apob_Itgb3
Bmp2_Itgb3
Bmp15_Itgb3
C3_Itgb3
Cdh1_Itgb3
Cntn2_Itgb3
Fgb_Itgb3
F2_Itgb3
Egf_Itgb3
Ctgf_Itgb3
Edil3_Itgb3
Efemp2_Erbb4
Efna1_Erbb4
Efna3_Erbb4
Eda_Erbb4
Cyr61_Erbb4
Dkk1_Erbb4
Col1a2_Erbb4
Col6a1_Erbb4
F2_Erbb4
Efnb2_Erbb4
Efna5_Erbb4
Fga_Erbb4
Farp2_Erbb4
Cdh1_Erbb4
Calr_Erbb4
Bmp15_Erbb4
Bmp2_Erbb4
Bmp5_Erbb4
Bmp4_Erbb4
Bcan_Erbb4
Areg_Erbb4
Bmp10_Erbb4
Angpt2_Erbb4
Adam2_Erbb4
Adam12_Erbb4
Adam15_Erbb4
Gnai2_Erbb4
Gnas_Erbb4
Gdf5_Erbb4
Gas6_Erbb4
Gdf2_Erbb4
Gdf7_Erbb4
Gdnf_Erbb4
Gdf9_Erbb4
Fst_Erbb4
Fn1_Erbb4
L1cam_Erbb4
Icam4_Erbb4
Icam1_Erbb4
Il12b_Erbb4
Hsp90aa1_Erbb4
Hp_Erbb4
Hras_Erbb4
Gpc3_Erbb4
Gnb3_Erbb4
Lama1_Erbb4
Wnt5a_Erbb4
Wnt3a_Erbb4
Plau_Erbb4
Plg_Erbb4
Psap_Erbb4
Plat_Erbb4
Rtn4_Erbb4
Rgmb_Erbb4
Ptn_Erbb4
Rgma_Erbb4
Myoc_Erbb4
Tbc1d24_Erbb4
Ntn1_Erbb4
Vcan_Erbb4
Vegfc_Erbb4
Vegfa_Erbb4
Vtn_Erbb4
Thbs2_Erbb4
Tgfb2_Erbb4
Tnc_Erbb4
Tgfb1_Erbb4
Tcn2_Erbb4
Sema4g_Erbb4
Sema6a_Erbb4
Sema7a_Erbb4
Sema4d_Erbb4
Sema3f_Erbb4
Sema3e_Notch1
Sema3b_Notch1
Sema3a_Notch1
Sema3f_Notch1
Sema7a_Notch1
Serpine1_Notch1
Sema6d_Notch1
Tdgf1_Notch1
Tfpi_Notch1
Tgfa_Notch1
Tg_Notch1
Tgfb1_Notch1
Spint1_Notch1
Spp1_Notch1
Serping1_Notch1
Shh_Notch1
Slit3_Notch1
Slit2_Notch1
Tnc_Notch1
Timp2_Notch1
Tnf_Notch1
Tnfsf13_Notch1
Thbs2_Notch1
Thbs1_Notch1
Vtn_Notch1
Vwf_Notch1
Vegfa_Notch1
Vegfc_Notch1
Vcam1_Notch1
Ntn1_Notch1
Tbc1d24_Notch1
Ntf3_Notch1
Nlgn2_Notch1
Nlgn1_Notch1
Nid1_Notch1
Mmp9_Notch1
Ncam1_Notch1
Ncan_Notch1
Matn1_Notch1
Mdk_Notch1
Reln_Notch1
Ptn_Notch1
Rgmb_Notch1
Selplg_Notch1
Rtn4_Notch1
Plat_Notch1
Plau_Notch1
Pcsk9_Notch1
Proc_Notch1
Plg_Notch1
Wnt5a_Notch1
Zp3_Notch1
Lama1_Notch1
Lama2_Notch1
Lama3_Notch1
Lama5_Notch1
Lama4_Notch1
Lamb3_Notch1
Lamc1_Notch1
Lamb1_Notch1
Lrp1b_Notch1
Lrpap1_Notch1
Lpl_Notch1
Ltf_Notch1
Ltbp1_Notch1
Ltbp3_Notch1
Lamc3_Notch1
Gpc3_Notch1
Hras_Notch1
Hspg2_Notch1
Icam4_Notch1
L1cam_Notch1
Inhbc_Notch1
Inhbb_Notch1
Fn1_Notch1
Fst_Notch1
Fgf2_Notch1
Gdf9_Notch1
Gnas_Notch1
Adam12_Notch1
Adam23_Notch1
Adam2_Notch1
Alb_Notch1
Agt_Notch1
Adam9_Notch1
Agrn_Notch1
Adam28_Notch1
Bdnf_Notch1
App_Notch1
Apob_Notch1
Apoe_Notch1
Anxa1_Notch1
Bmp4_Notch1
Bmp5_Notch1
Bmp2_Notch1
Bmp15_Notch1
Bmp7_Notch1
C4bp_Notch1
C3_Notch1
Hc_Notch1
Calr_Notch1
Cd5l_Notch1
Cntn2_Notch1
F8_Notch1
Fbn1_Notch1
Fat4_Notch1
Fbln1_Notch1
Fgb_Notch1
Fgf1_Notch1
Efnb2_Notch1
F12_Notch1
F2_Notch1
Egf_Notch1
F11_Notch1
Ereg_Notch1
Col4a4_Notch1
Col6a3_Notch1
Col1a2_Notch1
Col1a1_Notch1
Col2a1_Notch1
Dkk1_Notch1
Cyr61_Notch1
Ctgf_Notch1
Cubn_Notch1
Edil3_Notch1
Gnai2_Cd9
Gnas_Itga6
Gnai2_Itga6
Gas6_Itga6
L1cam_Itga6
Il12b_Itga6
Icam1_Itga6
Hspg2_Itga6
Lrp1b_Itga6
Ltbp1_Itga6
Lamb2_Itga6
Lama3_Itga6
Egf_Itga6
Fga_Itga6
Fat4_Itga6
Cntn2_Itga6
Cdh1_Itga6
C3_Itga6
Apob_Itga6
App_Itga6
Agrn_Itga6
Plg_Itga6
Rtn4_Itga6
Ncan_Itga6
Ncam1_Itga6
Nid1_Itga6
Ntn1_Itga6
Ntng2_Itga6
Vcan_Itga6
Vegfa_Itga6
Vwf_Itga6
Vtn_Itga6
Vegfc_Itga6
Tgm2_Itga6
Tnc_Itga6
Slit2_Itga6
Slit1_Itga6
Slit3_Itga6
Tg_Itga6
Sema7a_Itga6
Tgfb1_Itgb7
Tnc_Itgb7
Thbs1_Itgb7
Thbs2_Itgb7
Vtn_Itgb7
Vwf_Itgb7
Vcan_Itgb7
Nid1_Itgb7
Ncam1_Itgb7
Rtn4_Itgb7
Plau_Itgb7
Plg_Itgb7
Adam9_Itgb7
Bdnf_Itgb7
Apob_Itgb7
C3_Itgb7
F2_Itgb7
Lama2_Itgb7
L1cam_Itgb7
Lama1_Itgb7
Lamb3_Itgb7
Lama4_Itgb7
Lamb1_Itgb7
Ltbp1_Itgb7
Ltf_Itgb7
Hgf_Itgb7
Hsp90aa1_Itga4
Hspg2_Itga4
Hgf_Itga4
Icam1_Itga4
L1cam_Itga4
Inhba_Itga4
Lamb1_Itga4
Lama1_Itga4
Lama3_Itga4
Lama4_Itga4
Lama2_Itga4
Gdf9_Itga4
Fgg_Itga4
Gas6_Itga4
Gnai2_Itga4
F2_Itga4
Egf_Itga4
Fga_Itga4
Fgb_Itga4
Cntn2_Itga4
Col14a1_Itga4
Apob_Itga4
App_Itga4
Agrn_Itga4
Adam2_Itga4
Adam15_Itga4
Plg_Itga4
Rtn4_Itga4
Reln_Itga4
Ncam1_Itga4
Ncan_Itga4
Nid1_Itga4
Vegfa_Itga4
Vwf_Itga4
Vtn_Itga4
Tgfb2_Itga4
Tgfb1_Itga4
Tg_Itga4
Sema6d_Itga4
Sema6d_Itga3
Tg_Itga3
Tgfb1_Itga3
Tnc_Itga3
Thbs2_Itga3
Vwf_Itga3
Vegfa_Itga3
Vcan_Itga3
Ntn1_Itga3
Ncam1_Itga3
Adam17_Itga3
Agrn_Itga3
App_Itga3
Bdnf_Itga3
Apob_Itga3
Hc_Itga3
C3_Itga3
Fgb_Itga3
Fbn1_Itga3
Fat4_Itga3
F2_Itga3
Egf_Itga3
Col2a1_Itga3
Col1a1_Itga3
Col1a2_Itga3
Ltf_Itga3
Ltbp1_Itga3
Lrp1b_Itga3
L1cam_Itga3
Jag1_Itga3
Hgf_Itga3
Hgf_Itgb5
Hspg2_Itgb5
Jag1_Itgb5
L1cam_Itgb5
Icam2_Itgb5
Il12b_Itgb5
Lrpap1_Itgb5
Ltf_Itgb5
Lamc3_Itgb5
Lamc2_Itgb5
Lamc1_Itgb5
Lama3_Itgb5
Lama2_Itgb5
Lama1_Itgb5
Lamb1_Itgb5
Lamb3_Itgb5
Lama5_Itgb5
Lama4_Itgb5
Gnas_Itgb5
Gnai2_Itgb5
Gas6_Itgb5
Fn1_Itgb5
Ctgf_Itgb5
Egf_Itgb5
F2_Itgb5
Fat4_Itgb5
Fbn1_Itgb5
Fgb_Itgb5
Fga_Itgb5
Fgf1_Itgb5
C3_Itgb5
Hc_Itgb5
Calr_Itgb5
Cntn2_Itgb5
Cdh1_Itgb5
Apob_Itgb5
Agrn_Itgb5
Adam17_Itgb5
Adam2_Itgb5
Adam15_Itgb5
Ncam1_Itgb5
Mmp9_Itgb5
Mfge8_Itgb5
Mdk_Itgb5
Ntn1_Itgb5
Ngf_Itgb5
Nid1_Itgb5
Reln_Itgb5
Ptn_Itgb5
Rtn4_Itgb5
Rgmb_Itgb5
Plg_Itgb5
Proc_Itgb5
Vcan_Itgb5
Vegfa_Itgb5
Vwf_Itgb5
Tnc_Itgb5
Thbs2_Itgb5
Thbs1_Itgb5
Tgfb1_Itgb5
Tg_Itgb5
Spp1_Itgb5
Slit3_Itgb5
Sema7a_Itgb5
Gnas_Sctr
Gnai2_Sctr
Gnai2_Vipr1
Gcg_Vipr1
Gnai2_Adipor1
Gnas_Adipor1
Gnai2_Calcr
Gnai2_Calcrl
Gnas_Calcrl
Pyy_Calcrl
Npy_Calcrl
