LIF,IL6ST
DLL4,NOTCH3
DLL4,NOTCH2
DLL4,NOTCH4
DLL4,NOTCH1
TPH1,HTR7
TPH1,HTR1A
TPH1,HTR1F
TPH1,HTR1D
TPH1,HTR2C
TPH1,HTR1B
TPH1,HTR2B
TPH1,HTR5A
TPH1,HTR1E
TPH1,HTR4
TPH1,HTR6
TPH1,HTR2A
AANAT,MTNR1B
AANAT,MTNR1A
LMAN1,MCFD2
APOE,CHRNA4
APOE,TREM2
APOE,SORL1
APOE,SCARB1
APOE,LRP4
APOE,LDLR
APOE,VLDLR
APOE,LSR
APOE,LRP8
APOE,ABCA1
APOE,LRP6
APOE,LRP5
APOE,SDC2
APOE,LRP2
APOE,LRP1
APOC2,LDLR
NCAN,CDH2
NCAN,SDC3
BST2,LILRA4
BMP15,BMPR1A
BMP15,BMPR1B
BMP15,BMPR2
BMP15,ACVR2A
EPO,EPOR
EPO,EPHB4
GDF15,GFRAL
GDF15,RET
LAMA5,BCAM
LAMA5,ITGA2
LAMA5,SDC1
LAMA5,ITGA6
LAMA5,ITGB1
LAMA5,ITGB4
LAMA5,ITGA3
F12,CD93
F12,GP1BA
JAG1,CD46
JAG1,NOTCH1
JAG1,NOTCH4
JAG1,NOTCH2
JAG1,NOTCH3
CRP,CR1
CRP,OLR1
NTS,NTSR1
NTS,NTSR2
NTS,SORT1
NTS,NGFR
TSHB,RAMP3
TSHB,GPR20
TSHB,RAMP2
TSHB,VIPR1
TSHB,PTH1R
TSHB,ADCYAP1R1
TSHB,GPR84
TSHB,TSHR
TSHB,ADRB3
TSHB,ADRB2
FST,BMPR2
FST,BMPR1B
FST,HJV
GRP,GRPR
GRP,BRS3
GRP,NMBR
SPX,GALR2
DSC1,DSG2
DSC1,DSG3
DSC1,DSG1
SEMA6A,PLXNA4
SEMA6A,PLXNA2
LACRT,SDC1
GDF11,BMPR1A
GDF11,BMPR1B
GDF11,BMPR2
GDF11,ACVR1B
GDF11,ACVR2B
GDF11,ACVR2A
LAMC1,ITGB4
LAMC1,ITGA3
LAMC1,ITGA6
LAMC1,ITGA7
LAMC1,ITGA1
LAMC1,ITGA2
LAMC1,ITGAV
LAMC1,ITGB1
IL36G,IL36RN
IL36G,IL1RL2
IL1RN,IL1RL2
IL1RN,IL1R1
IL1RN,IL1R2
IL36A,IL1RL2
IL36A,IL36RN
IL36B,IL36RN
IL36B,IL1RL2
CFC1,ACVR1B
CFC1,SMAD3
CFC1,ACVR2A
ORM1,CCR5
CCN3,NOTCH1
CCN3,PLXNA1
CCL21,ADRA2A
CCL21,MTNR1A
CCL21,GRM7
CCL21,CXCR3
CCL21,ACKR4
CCL21,ACKR2
CCL21,CCR7
CCL27,ACKR2
CCL27,CCR10
CCL27,GRM7
CCL27,MTNR1A
CCL27,ADRA2A
TGS1,RXRA
MMP7,CD151
MMP7,SDC1
MMP7,ERBB4
MMP7,CD44
THBS1,ITGA4
THBS1,ITGB1
THBS1,LRP1
THBS1,SDC1
THBS1,ITGA6
THBS1,LRP5
THBS1,ITGB3
THBS1,CD36
THBS1,SCARB1
THBS1,SDC4
THBS1,ITGA2B
THBS1,TNFRSF11B
THBS1,CD47
THBS1,ITGA3
ADAM10,TSPAN17
ADAM10,AXL
ADAM10,NRCAM
ADAM10,TSPAN12
ADAM10,TREM2
ADAM10,GPNMB
ADAM10,TSPAN5
ADAM10,TSPAN15
ADAM10,TSPAN10
ADAM10,CADM1
ADAM10,TSPAN14
ADAM10,IL6R
ADAM10,CD44
ADAM10,NOTCH1
ADAM10,NOTCH2
ADAM10,EPHA3
ADAM10,MET
MSTN,ACVR2B
COL8A1,ITGA1
COL8A1,ITGA2
LYZ,ITGAL
VWF,LRP1
VWF,ITGB3
VWF,GP1BA
VWF,ITGA2B
VWF,TNFRSF11B
VWF,SELP
VWF,SCARA5
VWF,STAB2
VWF,SIRPA
CDH1,IGF1R
CDH1,KLRG1
CDH1,ITGAE
CDH1,PTPRM
CDH1,PTPRF
CDH1,ERBB3
CDH1,CDH2
CDH1,LRP5
CDH1,ITGB7
CDH1,EGFR
IL17B,IL17RB
SEMA7A,PLXNC1
SEMA7A,ITGB1
SEMA7A,ITGA1
RIMS2,ABCA1
ANOS1,SDC2
ANOS1,FGFR1
TIMP2,ITGB1
TIMP2,CD44
TIMP2,ITGA3
LGALS3BP,CD33
LGALS3BP,ITGB1
IL37,IL1RAPL1
IL1A,IL1RAP
IL1A,IL1R1
IL1A,IL1R2
IL1B,IL1R2
IL1B,ADRB2
IL1B,IL1R1
IL1B,IL1RAP
IL1B,SIGIRR
MIA,CDH7
LCN1,LMBR1L
CNTN3,PTPRG
IL7,IL7R
IL7,IL2RG
CKLF,CCR4
CKLF,LRP6
FARP2,PLXNA4
FARP2,PLXNA2
FARP2,PLXNA1
FARP2,PLXNA3
LAMC2,ITGB1
LAMC2,CD151
LAMC2,ITGA2
LAMC2,ITGA6
LAMC2,COL17A1
LAMC2,ITGA3
LAMC2,ITGB4
NID1,ITGA3
NID1,PTPRF
NID1,ITGB3
NID1,ITGAV
NID1,ITGB1
NID1,COL13A1
NMU,ADRA2A
NMU,MTNR1A
NMU,GRM7
NMU,NMUR1
NMU,NMUR2
IL21,IL21R
IL21,IL2RG
FGF2,SDC4
FGF2,SDC3
FGF2,SDC2
FGF2,SDC1
FGF2,NRP1
FGF2,FGFR3
FGF2,FGFR1
FGF2,FGFR2
FGF2,FGFR4
FGF2,CD44
FGF2,GPC4
FGF2,FGFRL1
IL11,IL11RA
IL11,IL6ST
WNT5A,LRP2
WNT5A,ADRB2
WNT5A,EPHA7
WNT5A,RYK
WNT5A,ROR2
WNT5A,FZD5
WNT5A,FZD8
WNT5A,FZD1
WNT5A,FZD7
WNT5A,LRP6
WNT5A,FZD2
WNT5A,FZD6
WNT5A,LRP5
WNT5A,LDLR
WNT5A,FZD4
WNT5A,PTK7
WNT5A,ROR1
WNT5A,VANGL2
WNT5A,PTPRK
WNT5A,FZD9
WNT5A,FZD3
WNT5A,ANTXR1
WNT5A,MCAM
FGF10,FGFRL1
FGF10,FGFR2
FGF10,FGFR1
ICAM1,ITGB2
ICAM1,EGFR
ICAM1,ITGAL
ICAM1,IL2RA
ICAM1,IL2RG
ICAM1,ITGAX
ICAM1,CAV1
ICAM1,ITGAM
ICAM1,MUC1
ICAM1,SPN
OLFM2,ROBO2
F13A1,ITGA9
F13A1,ITGA4
F13A1,ITGB1
BST1,CAV1
KNG1,ITGAM
KNG1,SDC2
KNG1,CD93
KNG1,PLAUR
KNG1,GP1BA
KNG1,GRM7
KNG1,ADRA2A
KNG1,MTNR1A
KNG1,ITGB2
KNG1,BDKRB1
KNG1,RXFP4
KNG1,BDKRB2
VCAN,TLR1
VCAN,EGFR
VCAN,ITGB1
VCAN,ITGA4
VCAN,CD44
VCAN,SELL
VCAN,SELP
VCAN,TLR2
TNC,SDC4
TNC,ITGA8
TNC,SDC1
TNC,ITGA7
TNC,ITGA2
TNC,ITGA5
TNC,ITGAV
TNC,ITGB6
TNC,ITGB3
TNC,ITGB1
TNC,EGFR
TNC,PTPRB
TNC,CNTN1
TNC,ITGA9
EGF,FSHR
EGF,AXL
EGF,EGFR
EGF,ERBB4
EGF,NRP1
EGF,LRP2
EGF,ERBB2
EGF,ADRB2
EGF,CAV1
EGF,RHBDL2
EGF,LDLR
EGF,ERBB3
EGF,PLD2
SEMA3C,NRP1
SEMA3C,NRP2
SEMA3C,PLXND1
SEMA3A,NRP2
SEMA3A,PLXNA3
SEMA3A,PLXNA1
SEMA3A,NRP1
SEMA3A,PLXNA2
SEMA3A,PLXNA4
WNT2,FZD4
WNT2,FZD2
WNT2,LRP6
WNT2,FZD1
WNT2,FZD7
WNT2,FZD8
WNT2,FZD5
WNT2,FZD3
WNT2,FZD9
NPTX2,NPTXR
GAL,GPR151
GAL,GALR1
GAL,GALR3
GAL,GALR2
GAL,ADRA2A
GAL,MTNR1A
GAL,GRM7
ADAM2,ITGB7
ADAM2,ITGB1
ADAM2,CD9
ADAM2,ITGA6
ADAM2,ITGA9
ADAM28,ITGA4
SLIT1,GPC1
SLIT1,ROBO1
SLIT1,FLRT3
TIMP3,AGTR2
TIMP3,CD44
TIMP3,MET
TIMP3,KDR
INHBE,ACVR2B
INHBE,ACVR2A
LUM,ITGB1
DHH,PTCH1
DHH,HHIP
DHH,BOC
DHH,CDON
DHH,PTCH2
NPFF,NPFFR1
NPFF,NPFFR2
FGF7,NRP1
FGF7,FGFR2
FGF7,FGFR1
FGF7,FGFR4
FGF7,FGFR3
HDC,HRH1
HDC,HRH2
HDC,HRH3
HDC,HRH4
MFGE8,PDGFRB
MFGE8,ITGAV
MFGE8,ITGB3
IGFBP4,LRP6
IGFBP4,FZD8
PTH2,PTH1R
PTH2,ADCYAP1R1
PTH2,RAMP2
PTH2,VIPR1
PTH2,GPR20
PTH2,ADRB2
PTH2,RAMP3
PTH2,ADRB3
PTH2,TSHR
PTH2,GPR84
PTH2,PTH2R
PROK1,PROKR1
PROK1,PROKR2
CGN,F11R
CGN,OCLN
CGN,TGFBR2
CGN,TGFBR1
LEFTY1,ACVR2B
LEFTY1,ACVR1B
LEFTY1,ACVR2A
REN,ATP6AP2
GDF7,ACVR2A
GDF7,BMPR2
GDF7,BMPR1A
CALM2,GRM5
CALM2,SELL
CALM2,EGFR
CALM2,GRM7
CALM2,PDE1B
CALM2,KCNQ1
CALM2,TRPC5
CALM2,CACNA1C
CALM2,KCNQ3
CALM2,KCNQ5
CALM2,MYLK
CALM2,PDE1A
CALM2,INSR
CALM2,ADCY8
CALM2,PDE1C
CALM2,GP6
CALM2,PLPP6
CALM2,AQP6
CALM2,SCN10A
CALM2,MYLK2
CALM2,AQP1
CALM2,SCN4A
NXPH2,NRXN1
LRIG1,EGFR
LRIG1,MET
UCN2,IL10RB
UCN2,CRHR2
UCN2,CRHR1
SFRP2,FZD5
MEGF10,ABCA1
IL9,IL2RG
IL9,IL9R
FGF18,FGFR3
FGF18,FGFR1
FGF18,FGFR4
FGF18,FGFR2
CRH,RAMP2
CRH,VIPR1
CRH,PTH1R
CRH,ADCYAP1R1
CRH,GPR84
CRH,TSHR
CRH,ADRB3
CRH,RAMP3
CRH,GPR20
CRH,ADRB2
CRH,MC2R
CRH,CRHR2
CRH,CRHR1
RSPO2,ZNRF3
RSPO2,LGR6
RSPO2,LGR4
RSPO2,LGR5
IFNA1,IFNAR2
IFNA1,IFNAR1
IFNA1,CR2
LIN7C,HTR2C
LIN7C,ABCA1
LIN7C,KCNJ4
SERPING1,SELP
SERPING1,SELE
GPHA2,TSHR
GPHA2,EPHA6
CTF1,LIFR
CTF1,IL6ST
IL18,IL1RL2
IL18,CD48
IL18,IL18R1
IL18,IL18BP
IL18,IL1RAPL1
IL18,IL18RAP
QDPR,DYSF
PIGF,FLT1
TNFSF4,TNFRSF4
TNFSF4,TRAF2
PTH,LRP6
PTH,ADRB3
PTH,TSHR
PTH,GPR84
PTH,ADRB2
PTH,PTH1R
PTH,ADCYAP1R1
PTH,VIPR1
PTH,RAMP2
PTH,GPR20
PTH,RAMP3
PTH,PTH2R
BMP3,ACVR2B
BMP3,BMPR2
BMP3,BMPR1A
BMP3,BMPR1B
BMP6,BMPR1B
BMP6,BMPR1A
BMP6,HJV
BMP6,BMPR2
BMP6,ACVR1
BMP6,ACVR2A
SEMA3D,PLXND1
SEMA3D,NRP1
WNT3A,LGR5
WNT3A,LRP1
WNT3A,LRP5
WNT3A,LRP6
WNT3A,FZD6
WNT3A,FZD2
WNT3A,FZD8
WNT3A,FZD7
WNT3A,FZD5
WNT3A,FZD1
WNT3A,RYK
WNT3A,ATP6AP2
WNT3A,ROR1
WNT3A,FZD3
WNT3A,APCDD1
APP,FPR2
APP,LRP10
APP,PLD1
APP,RPSA
APP,TNFRSF21
APP,NCSTN
APP,AGER
APP,CD74
APP,PTGER2
APP,NGFR
APP,TSPAN12
APP,APLP1
APP,GPC1
APP,APLP2
APP,LRP6
APP,CAV1
APP,TSPAN15
APP,SORL1
APP,VLDLR
APP,LRP1
APP,NOTCH2
APP,ADRA2A
APP,MTNR1A
APP,GRM7
APP,DCC
WNT7A,LDLR
WNT7A,LRP6
WNT7A,FZD5
WNT7A,FZD10
WNT7A,RECK
WNT7A,FZD9
DKK2,KREMEN2
DKK2,LRP6
WIF1,RYK
ADAMTS3,CCBE1
CXCL13,CXCR5
CXCL13,OPRD1
CXCL13,CCR10
CXCL13,ACKR4
CXCL13,CXCR3
CXCL13,GRM7
CXCL13,MTNR1A
CXCL13,ADRA2A
GDF6,BMPR2
GDF6,BMPR1A
GDF6,BMPR1B
NODAL,ACVR1B
NODAL,ACVR2B
NODAL,SMAD3
NODAL,ACVR2A
NODAL,ACVR1C
SST,SSTR4
SST,SSTR1
SST,SSTR5
SST,SSTR2
SST,SSTR3
SST,ADRA2A
SST,MTNR1A
SST,GRM7
WNT4,NOTCH1
WNT4,FZD2
WNT4,FZD6
WNT4,FZD8
WNT4,FZD1
WNT4,SMO
ACE,AGTR2
ACE,BDKRB2
AGRP,MC4R
AGRP,MC5R
AGRP,MC3R
AGRP,SDC3
PIP,NPTN
PIP,AQP5
PIP,CD4
CALM3,ESR1
CALM3,AR
CALM3,SCN4A
CALM3,AQP1
CALM3,MYLK2
CALM3,AQP6
CALM3,GP6
CALM3,SCN10A
CALM3,ADCY8
CALM3,PDE1C
CALM3,PDE1A
CALM3,INSR
CALM3,KCNQ3
CALM3,KCNQ5
CALM3,MYLK
CALM3,CACNA1C
CALM3,TRPC5
CALM3,PDE1B
CALM3,KCNQ1
CALM3,RYR2
CALM3,GRM5
CALM3,SELL
CALM3,GRM7
CALM3,EGFR
TFF2,MUC6
TFF1,MUC5AC
TFF1,FCRL4
S100B,ALCAM
S100B,AGER
S100A1,AGER
S100A1,TRPM3
S100A1,RYR1
S100A1,TLR4
S100A1,RYR2
SCGB3A1,NOTCH3
SCGB3A1,MARCO
HCRT,HCRTR1
HCRT,HCRTR2
HCRT,NPFFR2
SHANK1,ABCA1
SHANK1,ADGRB2
SHANK1,ADGRL2
SHANK1,ADGRL1
SHANK1,SSTR2
WNT1,FZD9
WNT1,FZD3
WNT1,FZD1
WNT1,ROR2
WNT1,RYK
WNT1,FZD8
WNT1,FZD7
WNT1,FZD5
WNT1,LRP6
WNT1,LRP5
CXCL16,GRM7
CXCL16,MTNR1A
CXCL16,ADRA2A
CXCL16,CXCR6
TNFSF12,TNFRSF25
TNFSF12,TNFRSF12A
TNFSF12,TNFRSF8
FGF11,FGFR3
FGF11,FGFR1
FGF11,FGFR4
FGF11,FGFR2
NTN3,NEO1
NTN3,CDON
FGF19,KLB
FGF19,FGFR2
FGF19,FGFR4
FGF19,FGFR1
FGF19,FGFR3
DRAXIN,DCC
VCAM1,ITGAD
VCAM1,ITGB2
VCAM1,ITGB1
VCAM1,ITGB7
VCAM1,ITGA4
VCAM1,ITGA9
VCAM1,EZR
VCAM1,MSN
ARPC5,LRP2
ARPC5,ADRB2
ARPC5,LDLR
INHBB,ACVR2B
INHBB,ACVR1B
INHBB,SMAD3
INHBB,ACVR1
INHBB,ACVR1C
INHBB,ACVR2A
BMP10,ACVR2A
BMP10,ENG
BMP10,ACVRL1
BMP10,BMPR2
BMP10,BMPR1B
BMP10,BMPR1A
TGFA,ERBB3
TGFA,ERBB2
TGFA,EGFR
TGFA,ERBB4
COL6A3,ITGB1
COL6A3,ITGA1
COL6A3,ITGA2
PROK2,PROKR2
PROK2,PROKR1
IHH,PTCH2
IHH,CDON
IHH,HHIP
IHH,PTCH1
IHH,BOC
CXCL3,CXCR1
CXCL3,CXCR2
CXCL3,GRM7
CXCL3,ADRA2A
CXCL3,MTNR1A
CXCL5,MTNR1A
CXCL5,ADRA2A
CXCL5,GRM7
CXCL5,CXCR2
CXCL5,CXCR1
CXCL5,ACKR1
PPBP,ACKR1
PPBP,CXCR1
PPBP,CXCR2
PPBP,GRM7
PPBP,ADRA2A
PPBP,MTNR1A
PF4,MTNR1A
PF4,ADRA2A
PF4,GRM7
PF4,FGFR2
PF4,LRP1
PF4,LDLR
PF4,THBD
PF4,ACKR1
PF4,SDC2
PF4,CXCR3
PF4,PROCR
UCN,CRHR2
UCN,CRHR1
TDGF1,ACVR2A
TDGF1,ACVR1C
TDGF1,GPC1
TDGF1,SMAD3
TDGF1,ACVR2B
TDGF1,ACVR1B
LIPH,LPAR1
LIPH,LPAR4
LIPH,LPAR2
MELTF,TFRC
CAMP,EGFR
CAMP,FPR2
CAMP,IGF1R
CAMP,P2RX7
IL15,IL15RA
IL15,IL2RB
IL15,IL2RA
IL15,IL2RG
SCGB3A2,MARCO
SPINK1,NRSN1
SPINK1,EGFR
IL3,CSF2RB
IL3,IL3RA
CSF2,CSF2RA
CSF2,IL3RA
CSF2,ITGA9
CSF2,CSF2RB
CSF2,SDC2
CSF2,CSF1R
CSF2,CSF3R
CSF2,ITGB1
FABP5,RXRA
SHH,LRP2
SHH,GPC1
SHH,SMO
SHH,SCUBE2
SHH,GPC5
SHH,GAS1
SHH,PTCH1
SHH,HHIP
SHH,BOC
SHH,CDON
SHH,PTCH2
COL1A2,CD44
COL1A2,ITGB1
COL1A2,ITGA2B
COL1A2,ITGA2
COL1A2,ITGA1
COL1A2,CD93
COL1A2,ITGA11
COL1A2,FLT4
COL1A2,ITGB3
COL1A2,ITGAV
COL1A2,CD36
DEFB1,CCR6
COL14A1,CD44
VEGFD,ITGA4
VEGFD,ITGB1
VEGFD,NRP2
